
酒店秒开,#genre#
CCTV6,http://113.218.230.180:8081/tsfile/live/0006_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV6,http://219.159.194.239:8181/tsfile/live/0006_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://171.38.192.25:8088/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://171.120.7.130:9999/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://219.159.194.157:8181/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://113.218.230.180:8081/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://210.22.75.86:9901/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://219.159.194.239:8181/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://183.185.252.91:9999/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://116.233.34.25:7777/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV7,http://122.224.58.42:85/tsfile/live/0007_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://122.224.58.42:85/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://58.245.97.28:9901/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://113.218.230.180:8081/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://210.22.75.86:9901/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://116.233.34.25:7777/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://183.185.252.91:9999/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://219.159.194.239:8181/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://219.159.194.157:8181/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://171.120.7.130:9999/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV8,http://171.38.192.25:8088/tsfile/live/0008_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://183.185.252.91:9999/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://171.120.7.130:9999/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://171.38.192.25:8088/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://219.159.194.157:8181/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://219.159.194.239:8181/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://122.224.58.42:85/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://113.218.230.180:8081/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV9,http://116.233.34.25:7777/tsfile/live/0009_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://183.185.252.91:9999/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://113.218.230.180:8081/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://116.233.34.25:7777/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://210.22.75.86:9901/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://171.120.7.130:9999/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://171.38.192.25:8088/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://219.159.194.239:8181/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://122.224.58.42:85/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV10,http://219.159.194.157:8181/tsfile/live/0010_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV11,http://219.159.194.157:8181/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV11,http://219.159.194.239:8181/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV11,http://171.120.7.130:9999/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV11,http://183.185.252.91:9999/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV11,http://113.218.230.180:8081/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV11,http://116.233.34.25:7777/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV11,http://122.224.58.42:85/tsfile/live/0011_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://183.185.252.91:9999/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://122.224.58.42:85/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://171.38.192.25:8088/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://219.159.194.157:8181/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://116.233.34.25:7777/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://219.159.194.239:8181/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://171.120.7.130:9999/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://58.245.97.28:9901/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://210.22.75.86:9901/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV12,http://113.218.230.180:8081/tsfile/live/0012_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://183.185.252.91:9999/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://219.159.194.239:8181/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://219.159.194.157:8181/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://122.224.58.42:85/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://113.218.230.180:8081/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://171.120.7.130:9999/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://210.22.75.86:9901/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://171.38.192.25:8088/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://116.233.34.25:7777/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV13,http://58.245.97.28:9901/tsfile/live/0013_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://219.159.194.239:8181/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://116.233.34.25:7777/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://122.224.58.42:85/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://113.218.230.180:8081/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://219.159.194.157:8181/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://210.22.75.86:9901/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://171.38.192.25:8088/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://183.185.252.91:9999/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV14,http://171.120.7.130:9999/tsfile/live/0014_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://58.245.97.28:9901/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://219.159.194.157:8181/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://171.38.192.25:8088/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://171.120.7.130:9999/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://183.185.252.91:9999/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://122.224.58.42:85/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://113.218.230.180:8081/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://219.159.194.239:8181/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV15,http://116.233.34.25:7777/tsfile/live/0015_1.m3u8?key=Aikantv&t=1727357595$晚高峰卡
CCTV16,http://116.233.34.25:7777/tsfile/live/1038_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV16,http://219.159.194.239:8181/tsfile/live/1021_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV16,http://219.159.194.157:8181/tsfile/live/1021_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV16,http://171.38.192.25:8088/tsfile/live/0016_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV17,http://219.159.194.239:8181/tsfile/live/0019_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV17,http://171.38.192.25:8088/tsfile/live/0017_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV17,http://116.233.34.25:7777/tsfile/live/1039_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV17,http://58.245.97.28:9901/tsfile/live/0019_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
CCTV17,http://219.159.194.157:8181/tsfile/live/0019_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
江西卫视,http://219.159.194.157:8181/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
山东卫视,http://219.159.194.157:8181/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广西新闻,http://219.159.194.157:8181/tsfile/live/1012_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广西都市,http://219.159.194.157:8181/tsfile/live/1011_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
南宁影视,http://219.159.194.157:8181/tsfile/live/1013_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
南宁公共,http://219.159.194.157:8181/tsfile/live/1014_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
东南卫视,http://219.159.194.157:8181/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
北京卫视,http://219.159.194.157:8181/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
珠江台,http://219.159.194.239:8181/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广西综艺,http://219.159.194.157:8181/tsfile/live/1010_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
湖南卫视,http://58.245.97.28:9901/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
吉视影视,http://58.245.97.28:9901/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
吉视都市,http://58.245.97.28:9901/tsfile/live/1001_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
四川卫视,http://58.245.97.28:9901/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
贵州卫视,http://58.245.97.28:9901/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
重庆卫视,http://58.245.97.28:9901/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东卫视,http://58.245.97.28:9901/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
湖北卫视,http://58.245.97.28:9901/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
长影频道,http://58.245.97.28:9901/tsfile/live/1006_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
河南卫视,http://58.245.97.28:9901/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
山东卫视,http://58.245.97.28:9901/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
江西卫视,http://58.245.97.28:9901/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
东南卫视,http://58.245.97.28:9901/tsfile/live/0137_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
安徽卫视,http://58.245.97.28:9901/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
上海卫视,http://58.245.97.28:9901/tsfile/live/0107_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
吉视生活,http://58.245.97.28:9901/tsfile/live/1002_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广西卫视,http://171.38.192.25:8088/tsfile/live/0113_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广西影视,http://219.159.194.157:8181/tsfile/live/1009_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东体育,http://219.159.194.157:8181/tsfile/live/1001_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东新闻,http://219.159.194.157:8181/tsfile/live/1007_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
岭南戏剧,http://219.159.194.157:8181/tsfile/live/1006_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东少儿,http://219.159.194.157:8181/tsfile/live/1005_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东影视,http://219.159.194.157:8181/tsfile/live/1004_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东科教,http://219.159.194.157:8181/tsfile/live/1003_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东公共,http://219.159.194.157:8181/tsfile/live/1002_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
珠江台,http://219.159.194.157:8181/tsfile/live/1000_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
南宁影视频道,http://171.38.192.25:8088/tsfile/live/0113_2.m3u8?key=Aikantv&t=1727357596$晚高峰卡
新疆卫视,http://171.38.192.25:8088/tsfile/live/0110_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
贵州卫视,http://219.159.194.157:8181/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
兵团卫视,http://171.38.192.25:8088/tsfile/live/0115_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
安徽卫视,http://171.38.192.25:8088/tsfile/live/0130_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
西藏卫视,http://171.38.192.25:8088/tsfile/live/0111_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
深圳卫视,http://171.38.192.25:8088/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
宁夏卫视,http://171.38.192.25:8088/tsfile/live/0112_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
康巴卫视,http://219.159.194.157:8181/tsfile/live/0134_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
四川卫视,http://219.159.194.157:8181/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
贵州卫视,http://113.218.230.180:8081/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
南方卫视,http://113.218.230.180:8081/tsfile/live/1004_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
新疆卫视,http://113.218.230.180:8081/tsfile/live/0110_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
西藏卫视,http://113.218.230.180:8081/tsfile/live/0111_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
宁夏卫视,http://113.218.230.180:8081/tsfile/live/0112_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
内蒙古卫视,http://113.218.230.180:8081/tsfile/live/0109_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
山西卫视,http://113.218.230.180:8081/tsfile/live/0118_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
陕西卫视,http://113.218.230.180:8081/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
吉林卫视,http://113.218.230.180:8081/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
河北卫视,http://113.218.230.180:8081/tsfile/live/0117_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
黑龙江卫视,http://113.218.230.180:8081/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
优漫卡通,http://113.218.230.180:8081/tsfile/live/1006_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
河南卫视,http://113.218.230.180:8081/tsfile/live/0139_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
云南卫视,http://113.218.230.180:8081/tsfile/live/0119_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
重庆卫视,http://113.218.230.180:8081/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
四川卫视,http://113.218.230.180:8081/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
山东卫视,http://113.218.230.180:8081/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广西卫视,http://113.218.230.180:8081/tsfile/live/0113_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
湖北卫视,http://113.218.230.180:8081/tsfile/live/0132_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
广东卫视,http://113.218.230.180:8081/tsfile/live/0125_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
海南卫视,http://113.218.230.180:8081/tsfile/live/1003_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
卡酷动画,http://113.218.230.180:8081/tsfile/live/1005_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
哈哈炫动,http://113.218.230.180:8081/tsfile/live/1007_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
辽宁卫视,http://113.218.230.180:8081/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
吉林卫视,http://122.224.58.42:85/tsfile/live/0116_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
新疆卫视,http://122.224.58.42:85/tsfile/live/0110_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
旅游卫视,http://122.224.58.42:85/tsfile/live/0114_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
西藏卫视,http://122.224.58.42:85/tsfile/live/0111_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
贵州卫视,http://122.224.58.42:85/tsfile/live/0120_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
云南卫视,http://122.224.58.42:85/tsfile/live/0119_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
陕西卫视,http://122.224.58.42:85/tsfile/live/0136_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
江西卫视,http://122.224.58.42:85/tsfile/live/0138_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
重庆卫视,http://122.224.58.42:85/tsfile/live/0142_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
四川卫视,http://122.224.58.42:85/tsfile/live/0123_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
辽宁卫视,http://122.224.58.42:85/tsfile/live/0121_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
北京卫视,http://122.224.58.42:85/tsfile/live/0122_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
黑龙江卫视,http://122.224.58.42:85/tsfile/live/0143_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
山东卫视,http://122.224.58.42:85/tsfile/live/0131_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
天津卫视,http://122.224.58.42:85/tsfile/live/0135_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
湖南卫视,http://122.224.58.42:85/tsfile/live/0128_1.m3u8?key=Aikantv&t=1727357596$晚高峰卡
